page,transdate,team,transaction
/players/dallas-goedert-goededa01,10/12/2021,Philadelphia (NFL),Placed on COVID-19 List
/players/dallas-goedert-goededa01,10/31/2020,Philadelphia (NFL),Activated from Injured Reserve
/players/dallas-goedert-goededa01,10/28/2020,Philadelphia (NFL),Designated for return from Injured Reserve
/players/dallas-goedert-goededa01,09/29/2020,Philadelphia (NFL),Placed on Injured Reserve (Ankle)
/players/dallas-goedert-goededa01,05/11/2018,Philadelphia (NFL),Signed
/players/anthony-miller-millean04,01/24/2022,Pittsburgh (NFL),Signed to a future contract
/players/anthony-miller-millean04,01/04/2022,Pittsburgh (NFL),Restored to the Practice Squad
/players/anthony-miller-millean04,12/27/2021,Pittsburgh (NFL),Placed on Practice Squad/COVID-19 List
/players/anthony-miller-millean04,11/29/2021,Pittsburgh (NFL),Returned to the Practice Squad
/players/anthony-miller-millean04,11/27/2021,Pittsburgh (NFL),Signed to the Active Roster from the Practice Squad
/players/anthony-miller-millean04,10/12/2021,Pittsburgh (NFL),Signed to the Practice Squad
/players/anthony-miller-millean04,10/06/2021,Houston (NFL),Waived
/players/anthony-miller-millean04,07/26/2021,Chicago (NFL),Traded to the Houston Texans
/players/anthony-miller-millean04,05/10/2018,Chicago (NFL),Signed
/players/derrius-guice-guicede01,08/08/2020,Washington (NFL),Waived
/players/derrius-guice-guicede01,12/10/2019,Washington (NFL),Placed on Injured Reserve (Knee)
/players/derrius-guice-guicede01,11/06/2019,Washington (NFL),Activated from Injured Reserve
/players/derrius-guice-guicede01,10/28/2019,Washington (NFL),Designated for return from Injured Reserve
/players/derrius-guice-guicede01,09/13/2019,Washington (NFL),Placed on Injured Reserve (Knee)
/players/derrius-guice-guicede01,08/11/2018,Washington (NFL),Placed on Injured Reserve (Knee)
/players/derrius-guice-guicede01,05/10/2018,Washington (NFL),Signed
/players/james-washington-washija05,03/21/2022,Dallas (NFL),Signed
/players/james-washington-washija05,01/13/2022,Pittsburgh (NFL),Activated from the Reserve/COVID-19 List
/players/james-washington-washija05,01/08/2022,Pittsburgh (NFL),Placed on COVID-19 List
/players/james-washington-washija05,08/07/2020,Pittsburgh (NFL),Activated from the Reserve/COVID-19 List
/players/james-washington-washija05,08/02/2020,Pittsburgh (NFL),Placed on COVID-19 List
/players/james-washington-washija05,05/12/2018,Pittsburgh (NFL),Signed
/players/dj-chark-charkdj01,03/18/2022,Detroit (NFL),Signed
/players/dj-chark-charkdj01,10/04/2021,Jacksonville (NFL),Placed on Injured Reserve (Ankle)
/players/dj-chark-charkdj01,05/25/2018,Jacksonville (NFL),Signed
/players/royce-freeman-freemro04,03/25/2022,Houston (NFL),Re-signed
/players/royce-freeman-freemro04,11/09/2021,Houston (NFL),Acquired via waivers (from the Carolina Panthers)
/players/royce-freeman-freemro04,11/08/2021,Carolina (NFL),Waived
/players/royce-freeman-freemro04,09/02/2021,Carolina (NFL),Acquired via waivers (from the Denver Broncos)
/players/royce-freeman-freemro04,09/01/2021,Denver (NFL),Waived
/players/royce-freeman-freemro04,07/05/2018,Denver (NFL),Signed
/players/mason-rudolph-rudolma02,12/24/2019,Pittsburgh (NFL),Placed on Injured Reserve (Shoulder)
/players/mason-rudolph-rudolma02,05/23/2018,Pittsburgh (NFL),Signed
/players/michael-gallup-gallumi01,01/04/2022,Dallas (NFL),Placed on Injured Reserve (Knee)
/players/michael-gallup-gallumi01,11/13/2021,Dallas (NFL),Activated from Injured Reserve
/players/michael-gallup-gallumi01,10/25/2021,Dallas (NFL),Designated for return from Injured Reserve
/players/michael-gallup-gallumi01,09/13/2021,Dallas (NFL),Placed on Injured Reserve (Calf)
/players/michael-gallup-gallumi01,05/21/2018,Dallas (NFL),Signed
/players/mark-andrews-andrema01,12/09/2020,Baltimore (NFL),Activated from the Reserve/COVID-19 List
/players/mark-andrews-andrema01,11/30/2020,Baltimore (NFL),Placed on COVID-19 List
/players/mark-andrews-andrema01,05/17/2018,Baltimore (NFL),Signed
/players/trequan-smith-smithtr09,03/30/2022,New Orleans (NFL),Re-signed
/players/trequan-smith-smithtr09,10/25/2021,New Orleans (NFL),Activated from Injured Reserve
/players/trequan-smith-smithtr09,10/19/2021,New Orleans (NFL),Designated for return from Injured Reserve
/players/trequan-smith-smithtr09,09/10/2021,New Orleans (NFL),Placed on Injured Reserve (Hamstring)
/players/trequan-smith-smithtr09,01/16/2021,New Orleans (NFL),Activated from Injured Reserve
/players/trequan-smith-smithtr09,01/13/2021,New Orleans (NFL),Designated for return from Injured Reserve
/players/trequan-smith-smithtr09,12/24/2020,New Orleans (NFL),Placed on Injured Reserve (Ankle)
/players/trequan-smith-smithtr09,05/21/2018,New Orleans (NFL),Signed
/players/jordan-akins-akinsjo01,04/22/2022,NY Giants (NFL),Signed
/players/jordan-akins-akinsjo01,05/11/2018,Houston (NFL),Signed
/players/ian-thomas-thomaia01,05/10/2018,Carolina (NFL),Signed
/players/keke-coutee-couteke01,01/10/2022,Indianapolis (NFL),Signed to a future contract
/players/keke-coutee-couteke01,12/27/2021,Indianapolis (NFL),Returned to the Practice Squad
/players/keke-coutee-couteke01,12/25/2021,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
/players/keke-coutee-couteke01,10/25/2021,Indianapolis (NFL),Returned to the Practice Squad
/players/keke-coutee-couteke01,10/23/2021,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
/players/keke-coutee-couteke01,09/02/2021,Indianapolis (NFL),Signed to the Practice Squad
/players/keke-coutee-couteke01,08/31/2021,Houston (NFL),Waived
/players/keke-coutee-couteke01,05/11/2018,Houston (NFL),Signed
/players/nyheim-hines-hinesny01,05/11/2018,Indianapolis (NFL),Signed
/players/antonio-callaway-callaan01,08/26/2021,Kansas City (NFL),Waived from Injured Reserve
/players/antonio-callaway-callaan01,08/18/2021,Kansas City (NFL),Placed on Injured Reserve (Knee)
/players/antonio-callaway-callaan01,08/17/2021,Kansas City (NFL),Waived (injured)
/players/antonio-callaway-callaan01,01/14/2021,Kansas City (NFL),Signed to a future contract
/players/antonio-callaway-callaan01,12/21/2020,Miami (NFL),Waived
/players/antonio-callaway-callaan01,11/18/2020,Miami (NFL),Signed to the Active Roster from the Practice Squad
/players/antonio-callaway-callaan01,11/16/2020,Miami (NFL),Returned to the Practice Squad
/players/antonio-callaway-callaan01,11/14/2020,Miami (NFL),Signed to the Active Roster from the Practice Squad
/players/antonio-callaway-callaan01,09/06/2020,Miami (NFL),Signed to the Practice Squad
/players/antonio-callaway-callaan01,01/30/2020,Tampa Bay (XFL),Placed on Injured Reserve
/players/antonio-callaway-callaan01,01/15/2020,Tampa Bay (XFL),Signed
/players/antonio-callaway-callaan01,11/14/2019,Cleveland (NFL),Waived
/players/antonio-callaway-callaan01,10/01/2019,Cleveland (NFL),Activated from the Reserve/Suspended List
/players/antonio-callaway-callaan01,08/31/2019,Cleveland (NFL),Placed on the Reserve/Suspended List
/players/antonio-callaway-callaan01,05/22/2018,Cleveland (NFL),Signed
/players/chris-herndon-herndch01,01/14/2022,Minnesota (NFL),Activated from the Reserve/COVID-19 List
/players/chris-herndon-herndch01,01/04/2022,Minnesota (NFL),Placed on COVID-19 List
/players/chris-herndon-herndch01,09/01/2021,NY Jets (NFL),Traded to the Minnesota Vikings
/players/chris-herndon-herndch01,11/12/2019,NY Jets (NFL),Placed on Injured Reserve (Ribs)
/players/chris-herndon-herndch01,10/14/2019,NY Jets (NFL),Activated from the Reserve/Suspended List
/players/chris-herndon-herndch01,08/31/2019,NY Jets (NFL),Placed on the Reserve/Suspended List
/players/chris-herndon-herndch01,05/21/2018,NY Jets (NFL),Signed
/players/kyle-lauletta-lauleky01,06/01/2022,New Jersey (USFL2),Returned to the Practice Squad
/players/kyle-lauletta-lauleky01,05/25/2022,New Jersey (USFL2),Acquired via waivers (from the Pittsburgh Maulers)
/players/kyle-lauletta-lauleky01,05/24/2022,Pittsburgh (USFL2),Waived
/players/kyle-lauletta-lauleky01,01/04/2022,Cleveland (NFL),Waived
/players/kyle-lauletta-lauleky01,12/17/2021,Cleveland (NFL),Signed from the Jacksonville Jaguars practice squad
/players/kyle-lauletta-lauleky01,09/02/2021,Jacksonville (NFL),Signed to the Practice Squad
/players/kyle-lauletta-lauleky01,08/31/2021,Cleveland (NFL),Waived
/players/kyle-lauletta-lauleky01,01/18/2021,Cleveland (NFL),Signed to a future contract
/players/kyle-lauletta-lauleky01,10/16/2020,Cleveland (NFL),Signed to the Practice Squad
/players/kyle-lauletta-lauleky01,09/22/2020,Atlanta (NFL),Released from the Practice Squad
/players/kyle-lauletta-lauleky01,09/06/2020,Atlanta (NFL),Signed to the Practice Squad
/players/kyle-lauletta-lauleky01,09/05/2020,Atlanta (NFL),Waived
/players/kyle-lauletta-lauleky01,09/02/2020,Atlanta (NFL),Signed
/players/kyle-lauletta-lauleky01,08/17/2020,Philadelphia (NFL),Waived
/players/kyle-lauletta-lauleky01,01/06/2020,Philadelphia (NFL),Signed to a future contract
/players/kyle-lauletta-lauleky01,09/02/2019,Philadelphia (NFL),Signed to the Practice Squad
/players/kyle-lauletta-lauleky01,08/31/2019,NY Giants (NFL),Waived
/players/kyle-lauletta-lauleky01,05/11/2018,NY Giants (NFL),Signed
/players/mark-walton-waltoma01,11/19/2019,Miami (NFL),Waived
/players/mark-walton-waltoma01,11/04/2019,Miami (NFL),Placed on the Reserve/Suspended List
/players/mark-walton-waltoma01,05/13/2019,Miami (NFL),Signed
/players/mark-walton-waltoma01,04/06/2019,Cincinnati (NFL),Waived
/players/mark-walton-waltoma01,05/12/2018,Cincinnati (NFL),Signed
/players/daesean-hamilton-hamilda02,06/08/2022,Houston (NFL),Waived
/players/daesean-hamilton-hamilda02,03/28/2022,Houston (NFL),Signed
/players/daesean-hamilton-hamilda02,03/08/2022,Denver (NFL),Waived
/players/daesean-hamilton-hamilda02,05/19/2021,Denver (NFL),Placed on the Non-Football Injury List (Knee)
/players/daesean-hamilton-hamilda02,05/18/2021,Denver (NFL),Waived
/players/daesean-hamilton-hamilda02,05/11/2018,Denver (NFL),Signed
/players/will-dissly-disslwi01,12/28/2021,Seattle (NFL),Activated from the Reserve/COVID-19 List
/players/will-dissly-disslwi01,12/22/2021,Seattle (NFL),Placed on COVID-19 List
/players/will-dissly-disslwi01,10/19/2019,Seattle (NFL),Placed on Injured Reserve (Achilles)
/players/will-dissly-disslwi01,10/02/2018,Seattle (NFL),Placed on Injured Reserve (Knee)
/players/will-dissly-disslwi01,05/04/2018,Seattle (NFL),Signed
/players/durham-smythe-smythdu01,03/22/2022,Miami (NFL),Re-signed
/players/durham-smythe-smythdu01,06/06/2018,Miami (NFL),Signed
/players/ito-smith-smithit01,03/11/2022,Dallas (NFL),Waived
/players/ito-smith-smithit01,01/17/2022,Dallas (NFL),Signed to a future contract
/players/ito-smith-smithit01,01/10/2022,Dallas (NFL),Returned to the Practice Squad
/players/ito-smith-smithit01,01/08/2022,Dallas (NFL),Signed to the Active Roster from the Practice Squad
/players/ito-smith-smithit01,12/08/2021,Dallas (NFL),Signed to the Practice Squad
/players/ito-smith-smithit01,08/29/2021,Minnesota (NFL),Waived
/players/ito-smith-smithit01,08/23/2021,Minnesota (NFL),Signed
/players/ito-smith-smithit01,08/16/2021,Arizona (NFL),Waived
/players/ito-smith-smithit01,08/07/2021,Arizona (NFL),Signed
/players/ito-smith-smithit01,04/15/2021,Atlanta (NFL),Waived
/players/ito-smith-smithit01,11/09/2019,Atlanta (NFL),Placed on Injured Reserve (Neck)
/players/ito-smith-smithit01,12/18/2018,Atlanta (NFL),Placed on Injured Reserve (Knee)
/players/ito-smith-smithit01,05/11/2018,Atlanta (NFL),Signed
/players/kalen-ballage-ballaka02,03/30/2021,Pittsburgh (NFL),Signed
/players/kalen-ballage-ballaka02,11/14/2020,LA Chargers (NFL),Signed to the Active Roster from the Practice Squad
/players/kalen-ballage-ballaka02,11/09/2020,LA Chargers (NFL),Returned to the Practice Squad
/players/kalen-ballage-ballaka02,11/07/2020,LA Chargers (NFL),Signed to the Active Roster from the Practice Squad
/players/kalen-ballage-ballaka02,10/09/2020,LA Chargers (NFL),Signed to the Practice Squad
/players/kalen-ballage-ballaka02,10/05/2020,NY Jets (NFL),Waived
/players/kalen-ballage-ballaka02,09/15/2020,NY Jets (NFL),Signed
/players/kalen-ballage-ballaka02,09/05/2020,Miami (NFL),Waived
/players/kalen-ballage-ballaka02,12/03/2019,Miami (NFL),Placed on Injured Reserve (Leg)
/players/kalen-ballage-ballaka02,06/06/2018,Miami (NFL),Signed
/players/jaleel-scott-scottja05,05/07/2021,NY Jets (NFL),Waived
/players/jaleel-scott-scottja05,01/05/2021,NY Jets (NFL),Signed to a future contract
/players/jaleel-scott-scottja05,12/14/2020,NY Jets (NFL),Returned to the Practice Squad
/players/jaleel-scott-scottja05,12/12/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/jaleel-scott-scottja05,11/02/2020,NY Jets (NFL),Returned to the Practice Squad
/players/jaleel-scott-scottja05,10/31/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/jaleel-scott-scottja05,09/10/2020,NY Jets (NFL),Signed to the Practice Squad
/players/jaleel-scott-scottja05,09/05/2020,Baltimore (NFL),Waived
/players/jaleel-scott-scottja05,08/27/2018,Baltimore (NFL),Placed on Injured Reserve (Hamstring)
/players/jaleel-scott-scottja05,05/05/2018,Baltimore (NFL),Signed
/players/jmon-moore-moorejm01,06/09/2022,New Jersey (USFL2),Returned to the Practice Squad
/players/jmon-moore-moorejm01,05/26/2022,New Jersey (USFL2),Signed to the Active Roster from the Practice Squad
/players/jmon-moore-moorejm01,05/20/2022,New Jersey (USFL2),Returned to the Practice Squad
/players/jmon-moore-moorejm01,04/22/2022,New Jersey (USFL2),Signed to the Practice Squad
/players/jmon-moore-moorejm01,08/24/2021,Atlanta (NFL),Waived from Injured Reserve
/players/jmon-moore-moorejm01,08/16/2021,Atlanta (NFL),Placed on Injured Reserve (Undisclosed)
/players/jmon-moore-moorejm01,08/15/2021,Atlanta (NFL),Waived (injured)
/players/jmon-moore-moorejm01,07/30/2021,Atlanta (NFL),Signed
/players/jmon-moore-moorejm01,03/16/2021,Houston (NFL),Waived
/players/jmon-moore-moorejm01,01/04/2021,Houston (NFL),Signed to a future contract
/players/jmon-moore-moorejm01,12/02/2020,Houston (NFL),Signed to the Practice Squad
/players/jmon-moore-moorejm01,09/03/2020,Cleveland (NFL),Waived
/players/jmon-moore-moorejm01,12/30/2019,Cleveland (NFL),Signed to a future contract
/players/jmon-moore-moorejm01,11/25/2019,Cleveland (NFL),Signed to the Practice Squad
/players/jmon-moore-moorejm01,08/31/2019,Green Bay (NFL),Waived
/players/jmon-moore-moorejm01,05/07/2018,Green Bay (NFL),Signed
/players/chase-edmonds-edmonch02,03/18/2022,Miami (NFL),Signed
/players/chase-edmonds-edmonch02,12/18/2021,Arizona (NFL),Activated from Injured Reserve
/players/chase-edmonds-edmonch02,12/09/2021,Arizona (NFL),Designated for return from Injured Reserve
/players/chase-edmonds-edmonch02,11/13/2021,Arizona (NFL),Placed on Injured Reserve (Ankle)
/players/chase-edmonds-edmonch02,05/11/2018,Arizona (NFL),Signed
/players/dalton-schultz-schulda01,03/21/2022,Dallas (NFL),Re-signed
/players/dalton-schultz-schulda01,03/08/2022,Dallas (NFL),Designated
/players/dalton-schultz-schulda01,05/11/2018,Dallas (NFL),Signed
/players/justin-watson-watsoju02,01/18/2022,Tampa Bay (NFL),Signed to the Practice Squad
/players/justin-watson-watsoju02,01/15/2022,Tampa Bay (NFL),Waived
/players/justin-watson-watsoju02,12/24/2021,Tampa Bay (NFL),Activated from the Physically Unable to Perform List
/players/justin-watson-watsoju02,08/31/2021,Tampa Bay (NFL),Placed on the Physically Unable to Perform List (Knee)
/players/justin-watson-watsoju02,05/10/2018,Tampa Bay (NFL),Signed
/players/troy-fumagalli-fumagtr01,05/17/2022,San Francisco (NFL),Signed
/players/troy-fumagalli-fumagtr01,08/18/2021,New England (NFL),Placed on Injured Reserve (Undisclosed)
/players/troy-fumagalli-fumagtr01,08/17/2021,New England (NFL),Waived (injured)
/players/troy-fumagalli-fumagtr01,05/27/2021,New England (NFL),Signed
/players/troy-fumagalli-fumagtr01,12/12/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/troy-fumagalli-fumagtr01,12/07/2020,Denver (NFL),Returned to the Practice Squad
/players/troy-fumagalli-fumagtr01,12/05/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/troy-fumagalli-fumagtr01,11/30/2020,Denver (NFL),Returned to the Practice Squad
/players/troy-fumagalli-fumagtr01,11/28/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/troy-fumagalli-fumagtr01,11/23/2020,Denver (NFL),Returned to the Practice Squad
/players/troy-fumagalli-fumagtr01,11/21/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/troy-fumagalli-fumagtr01,11/16/2020,Denver (NFL),Returned to the Practice Squad
/players/troy-fumagalli-fumagtr01,11/14/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/troy-fumagalli-fumagtr01,11/09/2020,Denver (NFL),Signed to the Practice Squad
/players/troy-fumagalli-fumagtr01,10/27/2020,Houston (NFL),Released from the Practice Squad
/players/troy-fumagalli-fumagtr01,09/14/2020,Houston (NFL),Signed to the Practice Squad
/players/troy-fumagalli-fumagtr01,09/08/2020,Denver (NFL),Waived from Injured Reserve
/players/troy-fumagalli-fumagtr01,09/06/2020,Denver (NFL),Placed on Injured Reserve (Abdomen)
/players/troy-fumagalli-fumagtr01,09/05/2020,Denver (NFL),Waived (injured)
/players/troy-fumagalli-fumagtr01,09/01/2018,Denver (NFL),Placed on Injured Reserve (Hernia)
/players/troy-fumagalli-fumagtr01,05/11/2018,Denver (NFL),Signed
/players/tyler-conklin-conklty01,03/18/2022,NY Jets (NFL),Signed
/players/tyler-conklin-conklty01,05/05/2018,Minnesota (NFL),Signed
/players/daurice-fountain-fountda01,02/02/2022,Kansas City (NFL),Signed to a future contract
/players/daurice-fountain-fountda01,01/31/2022,Kansas City (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,01/29/2022,Kansas City (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,01/24/2022,Kansas City (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,01/22/2022,Kansas City (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,01/17/2022,Kansas City (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,01/15/2022,Kansas City (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,12/28/2021,Kansas City (NFL),Restored to the Practice Squad
/players/daurice-fountain-fountda01,12/21/2021,Kansas City (NFL),Placed on Practice Squad/COVID-19 List
/players/daurice-fountain-fountda01,12/17/2021,Kansas City (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,12/16/2021,Kansas City (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,11/22/2021,Kansas City (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,11/20/2021,Kansas City (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,10/14/2021,Kansas City (NFL),Signed to the Practice Squad
/players/daurice-fountain-fountda01,10/12/2021,Kansas City (NFL),Waived
/players/daurice-fountain-fountda01,05/17/2021,Kansas City (NFL),Signed
/players/daurice-fountain-fountda01,11/09/2020,Indianapolis (NFL),Returned to the Practice Squad
/players/daurice-fountain-fountda01,11/07/2020,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,11/04/2020,Indianapolis (NFL),Signed to the Practice Squad
/players/daurice-fountain-fountda01,10/31/2020,Indianapolis (NFL),Waived
/players/daurice-fountain-fountda01,09/16/2020,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,09/06/2020,Indianapolis (NFL),Signed to the Practice Squad
/players/daurice-fountain-fountda01,09/05/2020,Indianapolis (NFL),Waived
/players/daurice-fountain-fountda01,03/31/2020,Indianapolis (NFL),Re-signed
/players/daurice-fountain-fountda01,08/19/2019,Indianapolis (NFL),Placed on Injured Reserve (Ankle)
/players/daurice-fountain-fountda01,12/07/2018,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
/players/daurice-fountain-fountda01,09/02/2018,Indianapolis (NFL),Signed to the Practice Squad
/players/daurice-fountain-fountda01,09/01/2018,Indianapolis (NFL),Waived
/players/daurice-fountain-fountda01,05/11/2018,Indianapolis (NFL),Signed
/players/jordan-lasley-laslejo01,04/27/2022,Tampa Bay (USFL2),Released
/players/jordan-lasley-laslejo01,07/13/2021,Montreal (CFL),Released
/players/jordan-lasley-laslejo01,01/11/2021,Montreal (CFL),Signed
/players/jordan-lasley-laslejo01,01/18/2020,St. Louis (XFL),Waived
/players/jordan-lasley-laslejo01,08/30/2019,Detroit (NFL),Waived
/players/jordan-lasley-laslejo01,08/20/2019,Detroit (NFL),Signed
/players/jordan-lasley-laslejo01,08/17/2019,Oakland (NFL),Waived
/players/jordan-lasley-laslejo01,08/01/2019,Oakland (NFL),Acquired via waivers (from the Baltimore Ravens)
/players/jordan-lasley-laslejo01,07/31/2019,Baltimore (NFL),Waived
/players/jordan-lasley-laslejo01,05/05/2018,Baltimore (NFL),Signed
/players/jaylen-samuels-samueja01,06/01/2022,Arizona (NFL),Released
/players/jaylen-samuels-samueja01,01/19/2022,Arizona (NFL),Signed to a future contract
/players/jaylen-samuels-samueja01,01/03/2022,Houston (NFL),Returned to the Practice Squad
/players/jaylen-samuels-samueja01,01/01/2022,Houston (NFL),Signed to the Active Roster from the Practice Squad
/players/jaylen-samuels-samueja01,12/27/2021,Houston (NFL),Returned to the Practice Squad
/players/jaylen-samuels-samueja01,12/25/2021,Houston (NFL),Signed to the Active Roster from the Practice Squad
/players/jaylen-samuels-samueja01,12/23/2021,Houston (NFL),Restored to the Practice Squad
/players/jaylen-samuels-samueja01,12/11/2021,Houston (NFL),Placed on Practice Squad/COVID-19 List
/players/jaylen-samuels-samueja01,12/06/2021,Houston (NFL),Returned to the Practice Squad
/players/jaylen-samuels-samueja01,12/04/2021,Houston (NFL),Signed to the Active Roster from the Practice Squad
/players/jaylen-samuels-samueja01,10/29/2021,Houston (NFL),Signed to the Practice Squad
/players/jaylen-samuels-samueja01,10/27/2021,Pittsburgh (NFL),Released from the Practice Squad
/players/jaylen-samuels-samueja01,09/01/2021,Pittsburgh (NFL),Signed to the Practice Squad
/players/jaylen-samuels-samueja01,08/31/2021,Pittsburgh (NFL),Waived
/players/jaylen-samuels-samueja01,11/14/2020,Pittsburgh (NFL),Activated from the Reserve/COVID-19 List
/players/jaylen-samuels-samueja01,11/10/2020,Pittsburgh (NFL),Placed on COVID-19 List
/players/jaylen-samuels-samueja01,08/13/2020,Pittsburgh (NFL),Activated from the Reserve/COVID-19 List
/players/jaylen-samuels-samueja01,08/02/2020,Pittsburgh (NFL),Placed on COVID-19 List
/players/jaylen-samuels-samueja01,05/09/2018,Pittsburgh (NFL),Signed
/players/jordan-wilkins-wilkijo04,03/18/2022,Tennessee (NFL),Signed
/players/jordan-wilkins-wilkijo04,01/17/2022,Tennessee (NFL),Restored to the Practice Squad
/players/jordan-wilkins-wilkijo04,01/11/2022,Tennessee (NFL),Placed on Practice Squad/COVID-19 List
/players/jordan-wilkins-wilkijo04,01/10/2022,Tennessee (NFL),Returned to the Practice Squad
/players/jordan-wilkins-wilkijo04,01/08/2022,Tennessee (NFL),Signed to the Active Roster from the Practice Squad
/players/jordan-wilkins-wilkijo04,12/08/2021,Tennessee (NFL),Signed to the Practice Squad
/players/jordan-wilkins-wilkijo04,12/07/2021,Jacksonville (NFL),Released from the Practice Squad
/players/jordan-wilkins-wilkijo04,11/08/2021,Jacksonville (NFL),Signed to the Practice Squad
/players/jordan-wilkins-wilkijo04,10/30/2021,Indianapolis (NFL),Waived
/players/jordan-wilkins-wilkijo04,01/20/2021,Indianapolis (NFL),Activated from the Reserve/COVID-19 List
/players/jordan-wilkins-wilkijo04,01/03/2021,Indianapolis (NFL),Placed on COVID-19 List
/players/jordan-wilkins-wilkijo04,05/11/2018,Indianapolis (NFL),Signed
/players/mike-white-whitemi07,03/22/2022,NY Jets (NFL),Re-signed
/players/mike-white-whitemi07,12/21/2021,NY Jets (NFL),Activated from the Reserve/COVID-19 List
/players/mike-white-whitemi07,11/23/2021,NY Jets (NFL),Placed on COVID-19 List
/players/mike-white-whitemi07,01/05/2021,NY Jets (NFL),Signed to a future contract
/players/mike-white-whitemi07,11/25/2020,NY Jets (NFL),Signed to the Practice Squad
/players/mike-white-whitemi07,11/23/2020,NY Jets (NFL),Waived
/players/mike-white-whitemi07,11/21/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-white-whitemi07,11/12/2020,NY Jets (NFL),Signed to the Practice Squad
/players/mike-white-whitemi07,11/10/2020,NY Jets (NFL),Waived
/players/mike-white-whitemi07,11/09/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-white-whitemi07,10/19/2020,NY Jets (NFL),Returned to the Practice Squad
/players/mike-white-whitemi07,10/17/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-white-whitemi07,10/12/2020,NY Jets (NFL),Returned to the Practice Squad
/players/mike-white-whitemi07,10/10/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-white-whitemi07,10/05/2020,NY Jets (NFL),Signed to the Practice Squad
/players/mike-white-whitemi07,10/01/2020,NY Jets (NFL),Waived
/players/mike-white-whitemi07,09/12/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-white-whitemi07,09/06/2020,NY Jets (NFL),Signed to the Practice Squad
/players/mike-white-whitemi07,09/05/2020,NY Jets (NFL),Waived
/players/mike-white-whitemi07,12/31/2019,NY Jets (NFL),Signed to a future contract
/players/mike-white-whitemi07,09/25/2019,NY Jets (NFL),Signed to the Practice Squad
/players/mike-white-whitemi07,08/31/2019,Dallas (NFL),Waived
/players/mike-white-whitemi07,05/11/2018,Dallas (NFL),Signed
/players/marquez-valdesscantling-valdema01,03/25/2022,Kansas City (NFL),Signed
/players/marquez-valdesscantling-valdema01,12/29/2021,Green Bay (NFL),Activated from the Reserve/COVID-19 List
/players/marquez-valdesscantling-valdema01,12/21/2021,Green Bay (NFL),Placed on COVID-19 List
/players/marquez-valdesscantling-valdema01,11/06/2021,Green Bay (NFL),Activated from Injured Reserve
/players/marquez-valdesscantling-valdema01,11/01/2021,Green Bay (NFL),Designated for return from Injured Reserve
/players/marquez-valdesscantling-valdema01,10/02/2021,Green Bay (NFL),Placed on Injured Reserve (Hamstring)
/players/marquez-valdesscantling-valdema01,05/07/2018,Green Bay (NFL),Signed
/players/damion-ratley-ratleda01,12/28/2021,Minnesota (NFL),Released from the Practice Squad
/players/damion-ratley-ratleda01,12/15/2021,Minnesota (NFL),Signed to the Practice Squad
/players/damion-ratley-ratleda01,11/16/2021,Dallas (NFL),Released from the Practice Squad
/players/damion-ratley-ratleda01,09/21/2021,Dallas (NFL),Signed to the Practice Squad
/players/damion-ratley-ratleda01,08/30/2021,Detroit (NFL),Waived
/players/damion-ratley-ratleda01,03/24/2021,Detroit (NFL),Signed
/players/damion-ratley-ratleda01,03/16/2021,Houston (NFL),Waived
/players/damion-ratley-ratleda01,12/28/2020,Houston (NFL),Signed to the Active Roster from the Practice Squad
/players/damion-ratley-ratleda01,10/20/2020,Houston (NFL),Signed to the Practice Squad
/players/damion-ratley-ratleda01,10/13/2020,NY Giants (NFL),Waived
